Country,Year,Bank account,Location Type,Access to cellphone,Household size,Age of respondent,Gender of respondent,Relation with head of the house,Marital status,Education level,Job type
Tanzania,2017,No,Rural,Yes,1,28,Female,Head of Household,Married/Living together,Primary education,Formally employed Private
Tanzania,2017,No,Urban,No,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,4,46,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,No,Urban,No,3,29,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,Yes,2,39,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,Yes,Rural,Yes,2,34,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Urban,No,2,35,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,Yes,3,26,Female,Parent,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,No,Urban,Yes,2,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Urban,Yes,4,31,Male,Child,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,No,Rural,Yes,2,17,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,No,Urban,No,2,22,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,Yes,1,53,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,5,54,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,46,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,Yes,2,39,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Rural,Yes,2,47,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,No,Rural,Yes,3,41,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,No,Urban,Yes,2,43,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,34,Female,Spouse,Single/Never Married,Vocational/Specialised training,Self employed
Tanzania,2017,No,Urban,No,2,37,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,27,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,No,Urban,No,1,60,Male,Head of Household,Married/Living together,Secondary education,Self employed
Tanzania,2017,No,Urban,No,3,40,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,No,Urban,No,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,Yes,Rural,Yes,3,43,Female,Spouse,Single/Never Married,Secondary education,Self employed
Tanzania,2017,No,Urban,No,3,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,17,Female,Parent,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,No,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,75,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,31,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Rural,Yes,4,20,Male,Other relative,Divorced/Seperated,Tertiary education,No Income
Tanzania,2017,No,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,No,Rural,Yes,1,25,Male,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
Tanzania,2017,Yes,Urban,Yes,1,54,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,No,Urban,Yes,1,32,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,3,46,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,No,Rural,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,81,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,No,Urban,No,2,45,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,No,Rural,No,3,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,21,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,17,Female,Child,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,No,Rural,No,1,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,4,40,Female,Parent,Married/Living together,Primary education,Informally employed
Tanzania,2017,No,Urban,Yes,2,52,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Rural,No,1,55,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,54,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,20,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,3,32,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,No,Rural,No,3,18,Male,Other relative,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,No,Urban,Yes,3,68,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,No,Urban,No,3,48,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,65,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,Yes,Rural,Yes,3,27,Male,Other relative,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,No,Urban,No,2,28,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Rural,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Urban,No,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,Yes,Urban,Yes,1,26,Male,Head of Household,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,No,Urban,Yes,1,32,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,1,66,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,1,50,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,No,Rural,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,4,50,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,32,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,Yes,Urban,No,2,26,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,3,75,Female,Other relative,Married/Living together,No formal education,Remittance Dependent
Tanzania,2017,No,Urban,Yes,3,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Rural,Yes,4,38,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,No,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,No Income
Tanzania,2017,Yes,Urban,Yes,2,57,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,1,50,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,Yes,Rural,Yes,1,28,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,No,Urban,No,2,50,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Rural,Yes,1,43,Female,Head of Household,Married/Living together,Secondary education,Informally employed
Tanzania,2017,No,Rural,Yes,3,24,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,1,29,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Tanzania,2017,No,Urban,Yes,5,23,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,No,Urban,Yes,3,52,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Urban,Yes,1,18,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,5,65,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,No,Rural,No,2,23,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,7,19,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,No,Urban,No,3,34,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,Yes,2,21,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,Yes,Urban,Yes,1,65,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,No,Rural,No,2,28,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,No,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Rural,Yes,3,62,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,60,Female,Head of Household,Married/Living together,No formal education,Informally employed
Tanzania,2017,No,Rural,Yes,3,28,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,No,Rural,Yes,3,21,Female,Other relative,Divorced/Seperated,Vocational/Specialised training,Self employed
Tanzania,2017,No,Urban,No,4,42,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,No,1,23,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,No,Urban,No,2,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,1,33,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Urban,Yes,2,28,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,No,Rural,Yes,1,24,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,No,Urban,No,2,28,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,Yes,2,46,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Rural,Yes,5,18,Female,Parent,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,No,Urban,No,2,26,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,No,Urban,No,1,20,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,Yes,7,30,Male,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,2,80,Male,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,No,Urban,No,2,30,Female,Spouse,Single/Never Married,No formal education,No Income
Tanzania,2017,No,Urban,No,2,29,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Urban,No,5,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Rural,Yes,6,22,Female,Other non-relatives,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,No,Rural,Yes,6,21,Male,Other relative,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,No,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Tertiary education,No Income
Tanzania,2017,Yes,Urban,Yes,3,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,7,25,Female,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,No,Rural,No,3,17,Female,Other relative,Divorced/Seperated,Primary education,No Income
Tanzania,2017,No,Urban,No,3,69,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,No,5,17,Male,Parent,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,No,Urban,No,2,19,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,No,Urban,No,1,82,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,Yes,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Tanzania,2017,No,Urban,Yes,4,44,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Rural,No,5,19,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,No,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,No,Rural,No,2,77,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,No,Rural,Yes,2,19,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,No,Urban,No,2,59,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,Yes,Rural,Yes,1,51,Female,Head of Household,Married/Living together,Tertiary education,Self employed
Tanzania,2017,No,Urban,Yes,1,23,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,No,Urban,No,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,Yes,Urban,Yes,4,71,Female,Spouse,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,No,Urban,Yes,4,49,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,Yes,Rural,Yes,1,34,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,No,Urban,Yes,1,46,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,No,Urban,Yes,2,60,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,No,Urban,No,1,65,Female,Head of Household,Married/Living together,Primary education,Informally employed
